Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
426,tt0095574,6/13/14,6/13/14,,"Little Vera",https://www.imdb.com/title/tt0095574/,Movie,6.9,110,1989,"Drama, Romance",2157,4/28/89,"Vasili Pichul",,
427,tt1821549,6/26/14,6/26/14,,"Nebraska",https://www.imdb.com/title/tt1821549/,Movie,7.7,115,2014,"Drama",123087,1/24/14,"Alexander Payne",,
428,tt0089881,6/28/14,6/28/14,,"Ran",https://www.imdb.com/title/tt0089881/,Movie,8.2,160,1985,"Action, Drama, War",135380,6/1/85,"Akira Kurosawa",,
429,tt1243974,7/8/14,7/8/14,,"Aloha",https://www.imdb.com/title/tt1243974/,Movie,5.4,105,2015,"Comedy, Drama, Romance",70801,5/29/15,"Cameron Crowe",,
430,tt3715320,7/8/14,7/8/14,,"Irrational Man",https://www.imdb.com/title/tt3715320/,Movie,6.6,95,2015,"Comedy, Crime, Drama, Romance",66578,8/7/15,"Woody Allen",,
431,tt0047336,7/14/14,7/14/14,,"Fear",https://www.imdb.com/title/tt0047336/,Movie,6.7,84,1954,"Drama",1747,11/5/54,"Roberto Rossellini",,
432,tt2568204,7/26/14,7/26/14,,"Tyrant",https://www.imdb.com/title/tt2568204/,TV Series,7.7,60,2014,"Action, Drama, Thriller",23514,6/24/14,,,
433,tt1972571,7/26/14,7/26/14,,"A Most Wanted Man",https://www.imdb.com/title/tt1972571/,Movie,6.7,122,2014,"Crime, Drama, Thriller",79858,8/1/14,"Anton Corbijn",,
434,tt0306414,7/30/14,7/30/14,,"The Wire",https://www.imdb.com/title/tt0306414/,TV Series,9.3,59,2002,"Crime, Drama, Thriller",374356,6/2/02,,,
435,tt0069467,7/31/14,7/31/14,,"Cries & Whispers",https://www.imdb.com/title/tt0069467/,Movie,8.0,91,1973,"Drama",36787,3/5/73,"Ingmar Bergman",,
436,tt0085244,7/31/14,7/31/14,,"The Big Chill",https://www.imdb.com/title/tt0085244/,Movie,7.1,105,1983,"Comedy, Drama",41138,9/30/83,"Lawrence Kasdan",,
437,tt0070644,7/31/14,7/31/14,,"Scenes from a Marriage",https://www.imdb.com/title/tt0070644/,TV Mini Series,8.5,283,1973,"Drama",17221,4/11/73,,,
438,tt0089424,7/31/14,7/31/14,,"Kiss of the Spider Woman",https://www.imdb.com/title/tt0089424/,Movie,7.3,120,1985,"Drama",17260,7/26/85,"Hector Babenco",,
439,tt0082927,8/6/14,8/6/14,,"Le Pont du Nord",https://www.imdb.com/title/tt0082927/,Movie,6.8,129,1982,"Adventure, Crime, Drama, Fantasy, Mystery",1329,3/24/82,"Jacques Rivette",,
440,tt0101428,8/6/14,8/6/14,,"La Belle Noiseuse",https://www.imdb.com/title/tt0101428/,Movie,7.5,238,1991,"Drama",9284,9/4/91,"Jacques Rivette",,
441,tt0057091,8/12/14,8/12/14,,"The Leopard",https://www.imdb.com/title/tt0057091/,Movie,7.9,186,1963,"Drama, History",28648,3/29/63,"Luchino Visconti",,
442,tt0278504,8/21/14,8/21/14,,"Insomnia",https://www.imdb.com/title/tt0278504/,Movie,7.2,118,2002,"Drama, Mystery, Thriller",317429,5/24/02,"Christopher Nolan",,
443,tt0296310,8/25/14,8/25/14,,"The Blue Planet",https://www.imdb.com/title/tt0296310/,TV Mini Series,9.0,389,2002,"Documentary",42507,1/27/02,,,
444,tt0964185,8/28/14,8/28/14,,"Tetro",https://www.imdb.com/title/tt0964185/,Movie,6.8,127,2009,"Drama",13603,6/26/09,"Francis Ford Coppola",,
445,tt1595656,9/10/14,9/10/14,,"To the Wonder",https://www.imdb.com/title/tt1595656/,Movie,5.8,112,2013,"Drama, Romance",29901,2/22/13,"Terrence Malick",,
446,tt0959858,9/14/14,9/14/14,,"Long Way Down",https://www.imdb.com/title/tt0959858/,TV Mini Series,8.3,519,2007,"Documentary",6663,10/28/07,,,
447,tt2398231,9/16/14,9/16/14,,"The Homesman",https://www.imdb.com/title/tt2398231/,Movie,6.6,122,2014,"Drama, Western",35557,5/18/14,"Tommy Lee Jones",,
448,tt1247690,9/16/14,9/16/14,,"Serena",https://www.imdb.com/title/tt1247690/,Movie,5.4,109,2015,"Drama, History, Romance",30402,2/26/15,"Susanne Bier",,
449,tt1571249,9/16/14,9/16/14,,"The Skeleton Twins",https://www.imdb.com/title/tt1571249/,Movie,6.8,93,2014,"Comedy, Drama, Romance",44699,9/11/14,"Craig Johnson",,
450,tt4008652,9/16/14,9/16/14,,"I Am Ali",https://www.imdb.com/title/tt4008652/,Movie,7.2,111,2014,"Documentary, Biography, Sport",4086,11/28/14,"Clare Lewins",,
451,tt2368635,9/16/14,9/16/14,,"Bird People",https://www.imdb.com/title/tt2368635/,Movie,6.1,127,2014,"Drama, Fantasy, Romance",3250,6/4/14,"Pascale Ferran",,
452,tt1552224,9/16/14,9/16/14,,"Outcast",https://www.imdb.com/title/tt1552224/,Movie,4.6,99,2015,"Action, Adventure, Thriller",14247,4/3/15,"Nick Powell",,
453,tt3132738,9/16/14,9/16/14,,"Houdini",https://www.imdb.com/title/tt3132738/,TV Mini Series,7.3,174,2014,"Biography, Drama",12311,9/1/14,,,
454,tt0758774,9/16/14,9/16/14,,"Body of Lies",https://www.imdb.com/title/tt0758774/,Movie,7.0,128,2008,"Action, Drama, Thriller",238799,10/10/08,"Ridley Scott",,
455,tt1647668,9/19/14,9/19/14,,"Million Dollar Arm",https://www.imdb.com/title/tt1647668/,Movie,7.0,124,2014,"Biography, Drama, Sport",47747,5/16/14,"Craig Gillespie",,
456,tt0377084,10/3/14,10/3/14,,"Ladies in Lavender",https://www.imdb.com/title/tt0377084/,Movie,7.0,104,2005,"Drama, Music, Romance",12636,5/27/05,"Charles Dance",,
457,tt0344510,10/20/14,10/20/14,,"A Very Long Engagement",https://www.imdb.com/title/tt0344510/,Movie,7.6,133,2005,"Drama, Mystery, Romance, War",75817,1/14/05,"Jean-Pierre Jeunet",,
458,tt0142181,10/20/14,10/20/14,,"Chûgoku no chôjin",https://www.imdb.com/title/tt0142181/,Movie,7.4,118,1998,"Adventure, Comedy, Drama, Fantasy",4912,6/10/98,"Takashi Miike",,
459,tt0112682,10/20/14,10/20/14,,"The City of Lost Children",https://www.imdb.com/title/tt0112682/,Movie,7.5,112,1995,"Adventure, Drama, Fantasy, Sci-Fi",71452,12/15/95,"Marc Caro, Jean-Pierre Jeunet",,
460,tt1937118,10/20/14,10/20/14,,"Chinese Puzzle",https://www.imdb.com/title/tt1937118/,Movie,6.9,117,2014,"Comedy, Drama, Romance",15247,5/16/14,"Cédric Klapisch",,
461,tt2381991,10/26/14,10/26/14,,"The Huntsman: Winter's War",https://www.imdb.com/title/tt2381991/,Movie,6.1,114,2016,"Action, Adventure, Drama, Fantasy",118827,4/22/16,"Cedric Nicolas-Troyan",,
462,tt0104121,10/27/14,10/27/14,,"Don Quixote",https://www.imdb.com/title/tt0104121/,Movie,6.0,116,2005,"Comedy, Drama",899,11/10/05,"Orson Welles",,
463,tt2168874,10/28/14,10/28/14,,"Paul McCartney: My Valentine",https://www.imdb.com/title/tt2168874/,Music Video,7.8,3,2012,"Short, Music",1262,5/25/12,"Paul McCartney",,
464,tt0425985,10/31/14,10/31/14,,"The Chinese Botanist's Daughters",https://www.imdb.com/title/tt0425985/,Movie,6.6,105,2006,"Drama, Romance",2493,4/26/06,"Sijie Dai",,
465,tt3168230,11/1/14,11/1/14,,"Mr. Holmes",https://www.imdb.com/title/tt3168230/,Movie,6.8,104,2015,"Crime, Drama, Family, Mystery, Thriller",67611,7/24/15,"Bill Condon",,
466,tt1872194,11/3/14,11/3/14,,"The Judge",https://www.imdb.com/title/tt1872194/,Movie,7.4,141,2014,"Crime, Drama, Mystery, Thriller",200825,10/10/14,"David Dobkin",,
467,tt0114814,11/10/14,11/10/14,,"The Usual Suspects",https://www.imdb.com/title/tt0114814/,Movie,8.5,106,1995,"Crime, Drama, Mystery, Thriller",1140567,8/16/95,"Bryan Singer",,
468,tt0182789,11/11/14,11/11/14,,"Bicentennial Man",https://www.imdb.com/title/tt0182789/,Movie,6.9,132,1999,"Drama, Romance, Sci-Fi",124267,12/17/99,"Chris Columbus",,
469,tt1567254,11/19/14,11/19/14,,"The Good Guys",https://www.imdb.com/title/tt1567254/,TV Series,8.1,60,2010,"Action, Comedy",7557,5/19/10,,,
470,tt0090349,11/20/14,11/20/14,,"Yasha",https://www.imdb.com/title/tt0090349/,Movie,6.7,127,1985,"Crime, Drama",278,8/31/85,"Yasuo Furuhata",,
471,tt0067217,11/20/14,11/20/14,,"The Hospital",https://www.imdb.com/title/tt0067217/,Movie,7.1,103,1972,"Comedy, Drama, Mystery",7272,5/11/72,"Arthur Hiller",,
472,tt0071360,11/20/14,11/20/14,,"The Conversation",https://www.imdb.com/title/tt0071360/,Movie,7.7,113,1974,"Drama, Mystery, Thriller",121010,4/12/74,"Francis Ford Coppola",,
473,tt1568343,11/23/14,11/23/14,,"The Humbling",https://www.imdb.com/title/tt1568343/,Movie,5.6,112,2015,"Comedy, Drama, Romance",7179,1/23/15,"Barry Levinson",,
474,tt0441761,11/23/14,11/23/14,,"Free Zone",https://www.imdb.com/title/tt0441761/,Movie,5.7,90,2006,"Comedy, Drama",2999,4/7/06,"Amos Gitai",,
475,tt0335266,11/24/14,11/24/14,,"Lost in Translation",https://www.imdb.com/title/tt0335266/,Movie,7.7,102,2003,"Comedy, Drama",486043,10/3/03,"Sofia Coppola",,
476,tt0477719,11/28/14,11/28/14,,"Hong yan",https://www.imdb.com/title/tt0477719/,Movie,6.9,93,2006,"Drama",307,10/19/06,"Yu Li",,
477,tt2561882,11/30/14,11/30/14,,"Doll & Em",https://www.imdb.com/title/tt2561882/,TV Series,6.6,22,2014,"Comedy",1283,3/19/14,,,
478,tt3864896,12/3/14,12/3/14,,"One Child",https://www.imdb.com/title/tt3864896/,TV Mini Series,6.6,,2014,"Drama",347,12/5/14,,,
479,tt0246578,12/10/14,12/10/14,,"Donnie Darko",https://www.imdb.com/title/tt0246578/,Movie,8.0,113,2001,"Drama, Mystery, Sci-Fi, Thriller",846308,1/19/01,"Richard Kelly",,
480,tt0945513,12/10/14,12/10/14,,"Source Code",https://www.imdb.com/title/tt0945513/,Movie,7.5,93,2011,"Action, Drama, Mystery, Sci-Fi, Thriller",547575,4/1/11,"Duncan Jones",,
481,tt0986233,12/11/14,12/11/14,,"Hunger",https://www.imdb.com/title/tt0986233/,Movie,7.5,96,2008,"Biography, Crime, Drama, Thriller",73374,10/31/08,"Steve McQueen",,
482,tt1065073,12/14/14,12/14/14,,"Boyhood",https://www.imdb.com/title/tt1065073/,Movie,7.9,165,2014,"Drama",366336,8/15/14,"Richard Linklater",10,2/13/16
483,tt0427969,12/14/14,12/14/14,,"Hollywoodland",https://www.imdb.com/title/tt0427969/,Movie,6.5,126,2006,"Biography, Crime, Drama, History, Mystery, Romance, Thriller",35870,9/8/06,"Allen Coulter",,
484,tt0139668,12/14/14,12/14/14,,"True Crime",https://www.imdb.com/title/tt0139668/,Movie,6.6,127,1999,"Crime, Drama, Mystery, Thriller",38393,3/19/99,"Clint Eastwood",,
485,tt0105695,12/14/14,12/14/14,,"Unforgiven",https://www.imdb.com/title/tt0105695/,Movie,8.2,130,1992,"Drama, Western",434341,8/7/92,"Clint Eastwood",,
486,tt0094963,12/14/14,12/14/14,,"The Dead Pool",https://www.imdb.com/title/tt0094963/,Movie,6.3,91,1988,"Action, Crime, Mystery, Thriller",48742,7/13/88,"Buddy Van Horn",,
487,tt0363473,12/14/14,12/14/14,,"Beyond the Sea",https://www.imdb.com/title/tt0363473/,Movie,6.7,118,2004,"Biography, Drama, Music, Musical",15509,12/29/04,"Kevin Spacey",,
488,tt2718492,12/15/14,12/15/14,,"Ida",https://www.imdb.com/title/tt2718492/,Movie,7.4,82,2013,"Drama",60535,10/25/13,"Pawel Pawlikowski",,
489,tt0838233,12/18/14,12/18/14,,"A Thousand Years of Good Prayers",https://www.imdb.com/title/tt0838233/,Movie,6.7,83,2008,"Drama",1171,4/10/08,"Wayne Wang",,
490,tt0120125,12/18/14,12/18/14,,"The Barber of Siberia",https://www.imdb.com/title/tt0120125/,Movie,7.7,180,1999,"Comedy, Drama, History, Romance",12776,2/20/99,"Nikita Mikhalkov",,
491,tt2140037,12/19/14,12/19/14,,"Jane Got a Gun",https://www.imdb.com/title/tt2140037/,Movie,5.9,98,2016,"Action, Drama, Western",23754,1/29/16,"Gavin O'Connor",,
492,tt1135989,12/19/14,12/19/14,,"A Tale of Love and Darkness",https://www.imdb.com/title/tt1135989/,Movie,6.0,95,2016,"Biography, Drama, History, Mystery, Romance, War",4330,8/19/16,"Natalie Portman",,
493,tt2101383,12/19/14,12/19/14,,"Knight of Cups",https://www.imdb.com/title/tt2101383/,Movie,5.6,118,2016,"Drama, Fantasy, Romance",29288,3/4/16,"Terrence Malick",,
494,tt0266697,12/19/14,12/19/14,,"Kill Bill: Vol. 1",https://www.imdb.com/title/tt0266697/,Movie,8.2,111,2003,"Action, Crime, Thriller",1185783,10/10/03,"Quentin Tarantino",,
495,tt1832382,12/19/14,12/19/14,,"A Separation",https://www.imdb.com/title/tt1832382/,Movie,8.3,123,2011,"Drama",257546,3/16/11,"Asghar Farhadi",,
496,tt2149175,12/20/14,12/20/14,,"The Americans",https://www.imdb.com/title/tt2149175/,TV Series,8.4,44,2013,"Crime, Drama, Mystery, Thriller",110537,1/30/13,,,
497,tt2937900,12/20/14,12/20/14,,"The Knick",https://www.imdb.com/title/tt2937900/,TV Series,8.5,58,2014,"Drama, History",52381,8/8/14,,,
498,tt3501590,12/21/14,12/21/14,,"Ithaca",https://www.imdb.com/title/tt3501590/,Movie,5.5,96,2016,"Drama, War",3098,9/9/16,"Meg Ryan",,
499,tt0475290,12/24/14,12/24/14,,"Hail, Caesar!",https://www.imdb.com/title/tt0475290/,Movie,6.3,106,2016,"Comedy, Drama, Mystery",142703,2/5/16,"Ethan Coen, Joel Coen",,
500,tt1809398,12/24/14,12/24/14,,"Unbroken",https://www.imdb.com/title/tt1809398/,Movie,7.2,137,2014,"Action, Biography, Drama, Sport, War",181819,12/25/14,"Angelina Jolie",,
501,tt0413573,12/24/14,12/24/14,,"Grey's Anatomy",https://www.imdb.com/title/tt0413573/,TV Series,7.6,41,2005,"Drama, Romance",339211,3/27/05,,,
502,tt1707380,12/24/14,12/24/14,,"Every Thing Will Be Fine",https://www.imdb.com/title/tt1707380/,Movie,5.4,118,2015,"Drama",6428,4/2/15,"Wim Wenders",,
503,tt0093191,12/24/14,12/24/14,,"Wings of Desire",https://www.imdb.com/title/tt0093191/,Movie,7.9,128,1988,"Drama, Fantasy, Romance",76510,5/6/88,"Wim Wenders",,
504,tt0110527,12/26/14,12/26/14,,"Miracle on 34th Street",https://www.imdb.com/title/tt0110527/,Movie,6.6,114,1994,"Drama, Family, Fantasy",43776,11/18/94,"Les Mayfield",,
505,tt0348914,12/27/14,12/27/14,,"Deadwood",https://www.imdb.com/title/tt0348914/,TV Series,8.6,55,2004,"Crime, Drama, History, Western",117006,3/21/04,,,
506,tt0417349,12/28/14,12/28/14,,"North & South",https://www.imdb.com/title/tt0417349/,TV Mini Series,8.6,235,2005,"Drama, Romance",34783,7/2/05,,,
507,tt0472027,12/28/14,12/28/14,,"John Adams",https://www.imdb.com/title/tt0472027/,TV Mini Series,8.4,71,2008,"Biography, Drama, History",36349,3/16/08,,,
508,tt1758429,12/28/14,12/28/14,,"Spartacus: Gods of the Arena",https://www.imdb.com/title/tt1758429/,TV Mini Series,8.5,331,2011,"Action, Adventure, Biography, Drama, History, Romance",144861,1/21/11,,,
509,tt0099685,12/28/14,12/28/14,,"Goodfellas",https://www.imdb.com/title/tt0099685/,Movie,8.7,145,1990,"Biography, Crime, Drama",1250087,9/21/90,"Martin Scorsese",,
510,tt0209144,12/28/14,12/28/14,,"Memento",https://www.imdb.com/title/tt0209144/,Movie,8.4,113,2001,"Mystery, Thriller",1316405,5/25/01,"Christopher Nolan",,
511,tt0303461,12/28/14,12/28/14,,"Firefly",https://www.imdb.com/title/tt0303461/,TV Series,9.0,,2002,"Adventure, Drama, Sci-Fi",280586,9/20/02,,,
512,tt0168629,1/1/15,1/1/15,,"Dancer in the Dark",https://www.imdb.com/title/tt0168629/,Movie,7.9,140,2000,"Crime, Drama, Musical",116351,10/6/00,"Lars von Trier",,
513,tt1527186,1/1/15,1/1/15,,"Melancholia",https://www.imdb.com/title/tt1527186/,Movie,7.1,135,2011,"Drama, Sci-Fi",194944,5/26/11,"Lars von Trier",,
514,tt0258000,1/4/15,1/4/15,,"Panic Room",https://www.imdb.com/title/tt0258000/,Movie,6.8,112,2002,"Crime, Drama, Thriller",295768,3/29/02,"David Fincher",,
515,tt0110638,1/4/15,1/4/15,,"Nell",https://www.imdb.com/title/tt0110638/,Movie,6.5,112,1994,"Drama",30745,12/23/94,"Michael Apted",,
516,tt0094608,1/4/15,1/4/15,,"The Accused",https://www.imdb.com/title/tt0094608/,Movie,7.1,111,1988,"Crime, Drama",39799,10/14/88,"Jonathan Kaplan",,
517,tt0280707,1/6/15,1/6/15,,"Gosford Park",https://www.imdb.com/title/tt0280707/,Movie,7.2,137,2002,"Comedy, Drama, Mystery",93679,1/18/02,"Robert Altman",,
518,tt3674140,1/7/15,1/7/15,,"The Salt of the Earth",https://www.imdb.com/title/tt3674140/,Movie,8.4,110,2014,"Documentary, Biography, History",23298,10/15/14,"Juliano Ribeiro Salgado, Wim Wenders",9,5/21/15
519,tt0315739,1/8/15,1/8/15,,"A. Einstein: How I See the World",https://www.imdb.com/title/tt0315739/,TV Episode,7.7,,1991,"Documentary, Biography, History, Music",128,7/22/91,"Richard Kroehling",,
520,tt2238050,1/9/15,1/9/15,,"White Bird in a Blizzard",https://www.imdb.com/title/tt2238050/,Movie,6.4,91,2014,"Drama, Mystery, Thriller",29936,9/25/14,"Gregg Araki",,
521,tt2084970,1/9/15,1/9/15,,"The Imitation Game",https://www.imdb.com/title/tt2084970/,Movie,8.0,114,2014,"Biography, Drama, Thriller, War",821079,12/25/14,"Morten Tyldum",6,2/13/16
522,tt2980516,1/9/15,1/9/15,,"The Theory of Everything",https://www.imdb.com/title/tt2980516/,Movie,7.7,123,2014,"Biography, Drama, Romance",480033,11/26/14,"James Marsh",7,2/13/16
523,tt2582802,1/9/15,1/9/15,,"Whiplash",https://www.imdb.com/title/tt2582802/,Movie,8.5,106,2014,"Drama, Music",979338,10/15/14,"Damien Chazelle",7,2/13/16
524,tt2179136,1/9/15,1/9/15,,"American Sniper",https://www.imdb.com/title/tt2179136/,Movie,7.3,133,2015,"Action, Biography, Drama, War",526624,1/16/15,"Clint Eastwood",,
525,tt3021686,1/12/15,1/12/15,,"The Honorable Woman",https://www.imdb.com/title/tt3021686/,TV Mini Series,7.9,,2014,"Drama, Thriller",11525,7/31/14,,,
526,tt0498380,1/14/15,1/14/15,,"Letters from Iwo Jima",https://www.imdb.com/title/tt0498380/,Movie,7.8,141,2007,"Action, Adventure, Drama, History, War",169602,2/2/07,"Clint Eastwood",,
527,tt1100089,1/16/15,1/16/15,,"Foxcatcher",https://www.imdb.com/title/tt1100089/,Movie,7.0,134,2015,"Biography, Drama, History, Sport",148826,1/16/15,"Bennett Miller",,
528,tt2562232,1/16/15,1/16/15,,"Birdman or (The Unexpected Virtue of Ignorance)",https://www.imdb.com/title/tt2562232/,Movie,7.7,119,2014,"Comedy, Drama",664267,11/14/14,"Alejandro G. Iñárritu",7,2/13/16
529,tt0160801,1/18/15,1/18/15,,"The Little Mermaid",https://www.imdb.com/title/tt0160801/,Movie,6.9,81,1979,"Family, Fantasy, Musical, Romance",653,10/1979,"Vladimir Bychkov",,
530,tt0093754,1/18/15,1/18/15,,"Repentance",https://www.imdb.com/title/tt0093754/,Movie,8.1,153,1987,"Drama",4873,5/18/87,"Tengiz Abuladze",,
531,tt0086022,1/18/15,1/18/15,,"Nostalghia",https://www.imdb.com/title/tt0086022/,Movie,7.9,125,1992,"Drama",29853,3/1992,"Andrei Tarkovsky",,
532,tt0169828,1/18/15,1/18/15,,"Father of a Soldier",https://www.imdb.com/title/tt0169828/,Movie,8.4,87,1965,"Drama, War",4546,11/4/65,"Rezo Chkheidze",,
533,tt0015648,1/18/15,1/18/15,,"Battleship Potemkin",https://www.imdb.com/title/tt0015648/,Movie,7.9,66,1925,"Drama, History, Thriller, War",61210,12/24/25,"Sergei Eisenstein",,
534,tt1068678,1/18/15,1/18/15,,"Veronika Decides to Die",https://www.imdb.com/title/tt1068678/,Movie,6.3,103,2015,"Drama, Romance",13134,1/20/15,"Emily Young",,
535,tt1594503,1/18/15,1/18/15,,"With Love... from the Age of Reason",https://www.imdb.com/title/tt1594503/,Movie,5.7,97,2010,"Comedy, Romance",1919,7/28/10,"Yann Samuell",,
536,tt1282155,1/18/15,1/18/15,,"Cartagena",https://www.imdb.com/title/tt1282155/,Movie,6.7,92,2009,"Drama, Romance",1383,11/18/09,"Alain Monne",,
537,tt0177746,1/18/15,1/18/15,,"Children of the Century",https://www.imdb.com/title/tt0177746/,Movie,6.5,135,1999,"Biography, Drama, Romance",2004,9/22/99,"Diane Kurys",,
538,tt0349260,1/18/15,1/18/15,,"In My Country",https://www.imdb.com/title/tt0349260/,Movie,6.0,105,2004,"Drama, Romance",2933,5/7/04,"John Boorman",,
539,tt0122690,1/18/15,1/18/15,,"Ronin",https://www.imdb.com/title/tt0122690/,Movie,7.2,122,1998,"Action, Crime, Thriller",194255,9/25/98,"John Frankenheimer",,
540,tt0419198,1/18/15,1/18/15,,"The Tiger and the Snow",https://www.imdb.com/title/tt0419198/,Movie,7.0,110,2005,"Comedy, Drama, Romance, War",14409,10/14/05,"Roberto Benigni",,
541,tt0019286,1/18/15,1/18/15,,"Storm Over Asia",https://www.imdb.com/title/tt0019286/,Movie,7.0,74,1930,"Drama, War",2298,9/6/30,"Vsevolod Pudovkin",,
542,tt1470024,1/18/15,1/18/15,,"Tuesday, After Christmas",https://www.imdb.com/title/tt1470024/,Movie,6.9,99,2011,"Drama, Romance",4951,5/25/11,"Radu Muntean",,
543,tt0799991,1/18/15,1/18/15,,"How I Celebrated the End of the World",https://www.imdb.com/title/tt0799991/,Movie,7.1,106,2006,"Drama",3229,8/30/06,"Cãtãlin Mitulescu",,
544,tt0066078,1/18/15,1/18/15,,"Michael the Brave",https://www.imdb.com/title/tt0066078/,Movie,8.5,203,1973,"Action, Biography, Drama, History, War",6554,2/1/73,"Sergiu Nicolaescu",,
545,tt0176155,1/18/15,1/18/15,,"Slnko v sieti",https://www.imdb.com/title/tt0176155/,Movie,7.4,90,1963,"Drama",981,2/15/63,"Stefan Uher",,
546,tt0167382,1/18/15,1/18/15,,"Ruzové sny",https://www.imdb.com/title/tt0167382/,Movie,7.3,81,1977,"Comedy, Drama, Romance",293,4/8/77,"Dusan Hanák",,
547,tt0052080,1/18/15,1/18/15,,"Ashes and Diamonds",https://www.imdb.com/title/tt0052080/,Movie,7.7,103,1961,"Drama, Romance, War",13378,5/29/61,"Andrzej Wajda",,
548,tt0047528,1/18/15,1/18/15,,"La strada",https://www.imdb.com/title/tt0047528/,Movie,8.0,108,1956,"Drama",66374,7/16/56,"Federico Fellini",,
549,tt0053619,1/18/15,1/18/15,,"L'Avventura",https://www.imdb.com/title/tt0053619/,Movie,7.7,144,1961,"Drama, Mystery, Romance",32477,3/4/61,"Michelangelo Antonioni",,
550,tt0056736,1/19/15,1/19/15,,"L'Eclisse",https://www.imdb.com/title/tt0056736/,Movie,7.7,126,1962,"Drama, Romance",21927,12/20/62,"Michelangelo Antonioni",,
551,tt0058003,1/19/15,1/19/15,,"Red Desert",https://www.imdb.com/title/tt0058003/,Movie,7.5,117,1965,"Drama",17502,2/8/65,"Michelangelo Antonioni",,
552,tt0064546,1/19/15,1/19/15,,"Witchhammer",https://www.imdb.com/title/tt0064546/,Movie,7.7,107,1970,"Drama, History, Horror",2812,1/23/70,"Otakar Vávra",,
553,tt3877200,1/19/15,1/19/15,,"The Missing",https://www.imdb.com/title/tt3877200/,TV Series,8.2,,2014,"Crime, Drama, Mystery",30037,11/15/14,,,
554,tt0122371,1/19/15,1/19/15,,"Adelheid",https://www.imdb.com/title/tt0122371/,Movie,7.4,99,1970,"Drama",930,4/6/70,"Frantisek Vlácil",,
555,tt0053779,1/19/15,1/19/15,,"La Dolce Vita",https://www.imdb.com/title/tt0053779/,Movie,8.0,174,1961,"Comedy, Drama",77905,4/19/61,"Federico Fellini",,
556,tt0055499,1/19/15,1/19/15,,"Through a Glass Darkly",https://www.imdb.com/title/tt0055499/,Movie,7.9,90,1961,"Drama",27238,10/16/61,"Ingmar Bergman",,
557,tt1422122,1/19/15,1/19/15,,"Tales from the Golden Age",https://www.imdb.com/title/tt1422122/,Movie,7.8,155,2011,"Comedy, History",6040,8/26/11,"Hanno Höfer, Razvan Marculescu, Cristian Mungiu, Constantin Popescu, Ioana Uricaru",,
558,tt3729920,1/20/15,1/20/15,,"The Disappearance of Eleanor Rigby: Them",https://www.imdb.com/title/tt3729920/,Movie,6.3,123,2014,"Drama, Romance",13060,9/12/14,"Ned Benson",,
559,tt0295730,1/20/15,1/20/15,,"Tomka and His Friends",https://www.imdb.com/title/tt0295730/,Movie,7.3,74,1977,"Drama, Family, War",363,10/28/77,"Xhanfize Keko",,
